0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000004,0.000004,0.000004,0.000005,0.000005,0.000006,0.000006,0.000006,0.000007,0.000007,0.000008,0.000008,0.000009,0.000009,0.000010,0.000011,0.000011,0.000012,0.000013,0.000013,0.000014,0.000014,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000014,0.000014,0.000013,0.000012,0.000012,0.000011,0.000011,0.000010,0.000010,0.000009,0.000009,0.000009,0.000009,0.000009,0.000008,0.000008,0.000008,0.000009,0.000009,0.000009,0.000009,0.000009,0.000008
0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000004,0.000004,0.000005,0.000005,0.000005,0.000006,0.000006,0.000007,0.000007,0.000008,0.000009,0.000009,0.000010,0.000010,0.000011,0.000012,0.000013,0.000013,0.000014,0.000015,0.000016,0.000017,0.000018,0.000019,0.000019,0.000020,0.000021,0.000021,0.000021,0.000022,0.000022,0.000022,0.000021,0.000021,0.000021,0.000020,0.000019,0.000018,0.000018,0.000017,0.000016,0.000015,0.000014,0.000014,0.000013,0.000013,0.000013,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012
0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000004,0.000004,0.000004,0.000005,0.000005,0.000006,0.000006,0.000007,0.000008,0.000008,0.000009,0.000010,0.000010,0.000011,0.000012,0.000013,0.000014,0.000015,0.000016,0.000017,0.000018,0.000019,0.000020,0.000021,0.000023,0.000024,0.000025,0.000026,0.000027,0.000028,0.000029,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000029,0.000029,0.000028,0.000027,0.000026,0.000025,0.000023,0.000022,0.000021,0.000020,0.000020,0.000019,0.000018,0.000018,0.000018,0.000017,0.000017,0.000017,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018
0.000003,0.000003,0.000004,0.000004,0.000004,0.000005,0.000005,0.000006,0.000006,0.000007,0.000008,0.000008,0.000009,0.000010,0.000011,0.000012,0.000013,0.000014,0.000015,0.000016,0.000017,0.000018,0.000019,0.000021,0.000022,0.000023,0.000025,0.000026,0.000028,0.000030,0.000031,0.000033,0.000035,0.000036,0.000038,0.000039,0.000040,0.000041,0.000042,0.000042,0.000042,0.000042,0.000042,0.000041,0.000040,0.000039,0.000037,0.000036,0.000034,0.000033,0.000031,0.000030,0.000028,0.000027,0.000026,0.000026,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
0.000004,0.000005,0.000005,0.000006,0.000006,0.000007,0.000007,0.000008,0.000009,0.000010,0.000010,0.000011,0.000013,0.000014,0.000015,0.000016,0.000018,0.000019,0.000020,0.000022,0.000023,0.000025,0.000027,0.000029,0.000030,0.000032,0.000034,0.000036,0.000039,0.000041,0.000043,0.000045,0.000048,0.000050,0.000052,0.000053,0.000055,0.000056,0.000057,0.000058,0.000058,0.000058,0.000057,0.000056,0.000055,0.000053,0.000051,0.000049,0.000047,0.000045,0.000043,0.000041,0.000039,0.000038,0.000036,0.000035,0.000035,0.000034,0.000034,0.000034,0.000035,0.000035,0.000035,0.000035,0.000036,0.000036,0.000036,0.000035
0.000006,0.000007,0.000007,0.000008,0.000008,0.000009,0.000010,0.000011,0.000012,0.000013,0.000014,0.000016,0.000017,0.000019,0.000021,0.000022,0.000024,0.000026,0.000028,0.000030,0.000032,0.000034,0.000037,0.000039,0.000042,0.000044,0.000047,0.000050,0.000053,0.000056,0.000059,0.000062,0.000065,0.000068,0.000070,0.000073,0.000075,0.000076,0.000078,0.000078,0.000079,0.000078,0.000077,0.000076,0.000074,0.000072,0.000069,0.000067,0.000064,0.000061,0.000058,0.000056,0.000054,0.000052,0.000050,0.000049,0.000048,0.000048,0.000047,0.000048,0.000048,0.000048,0.000049,0.000049,0.000050,0.000050,0.000050,0.000049
0.000008,0.000009,0.000010,0.000011,0.000011,0.000013,0.000014,0.000015,0.000016,0.000018,0.000020,0.000022,0.000024,0.000026,0.000028,0.000030,0.000033,0.000035,0.000038,0.000041,0.000044,0.000047,0.000050,0.000053,0.000056,0.000060,0.000063,0.000067,0.000071,0.000075,0.000079,0.000083,0.000087,0.000091,0.000095,0.000098,0.000101,0.000103,0.000104,0.000105,0.000106,0.000105,0.000104,0.000102,0.000100,0.000097,0.000094,0.000090,0.000086,0.000082,0.000079,0.000076,0.000073,0.000070,0.000068,0.000066,0.000065,0.000065,0.000065,0.000065,0.000066,0.000066,0.000067,0.000068,0.000069,0.000069,0.000069,0.000068
0.000011,0.000012,0.000013,0.000014,0.000016,0.000017,0.000019,0.000020,0.000022,0.000024,0.000027,0.000029,0.000032,0.000035,0.000038,0.000041,0.000044,0.000048,0.000051,0.000055,0.000059,0.000063,0.000067,0.000071,0.000076,0.000080,0.000085,0.000090,0.000095,0.000100,0.000106,0.000111,0.000116,0.000121,0.000126,0.000130,0.000134,0.000137,0.000139,0.000140,0.000141,0.000140,0.000139,0.000136,0.000133,0.000129,0.000125,0.000120,0.000115,0.000110,0.000105,0.000101,0.000097,0.000094,0.000091,0.000090,0.000088,0.000088,0.000088,0.000089,0.000089,0.000091,0.000092,0.000093,0.000094,0.000094,0.000094,0.000093
0.000015,0.000016,0.000018,0.000019,0.000021,0.000023,0.000025,0.000027,0.000030,0.000033,0.000036,0.000039,0.000043,0.000047,0.000051,0.000055,0.000059,0.000064,0.000069,0.000074,0.000079,0.000084,0.000089,0.000095,0.000101,0.000107,0.000113,0.000119,0.000126,0.000133,0.000140,0.000147,0.000154,0.000160,0.000166,0.000172,0.000177,0.000181,0.000183,0.000185,0.000185,0.000185,0.000183,0.000179,0.000175,0.000170,0.000164,0.000158,0.000152,0.000146,0.000140,0.000134,0.000129,0.000125,0.000122,0.000120,0.000118,0.000118,0.000118,0.000119,0.000120,0.000122,0.000124,0.000125,0.000126,0.000127,0.000127,0.000126
0.000020,0.000022,0.000024,0.000026,0.000028,0.000030,0.000033,0.000036,0.000040,0.000043,0.000047,0.000052,0.000057,0.000062,0.000067,0.000073,0.000078,0.000084,0.000091,0.000097,0.000104,0.000110,0.000117,0.000125,0.000132,0.000140,0.000148,0.000157,0.000165,0.000174,0.000183,0.000192,0.000201,0.000210,0.000217,0.000225,0.000231,0.000236,0.000239,0.000241,0.000242,0.000241,0.000238,0.000234,0.000229,0.000222,0.000215,0.000207,0.000199,0.000191,0.000183,0.000176,0.000170,0.000165,0.000161,0.000158,0.000157,0.000156,0.000157,0.000158,0.000161,0.000163,0.000165,0.000168,0.000169,0.000170,0.000170,0.000169
